PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,CeTD_HB1,CeTD_HB2,CeTD_HB3,CeTD_VW1,CeTD_VW2,CeTD_VW3,CeTD_PZ1,CeTD_PZ2,CeTD_11_HB,CeTD_11_VW,CeTD_11_PO,CeTD_11_PZ,CeTD_11_CH,CeTD_11_SS,CeTD_11_SA,CeTD_12_HB,CeTD_12_VW,CeTD_12_PZ,CeTD_12_CH,CeTD_12_SS,CeTD_12_SA,CeTD_1-3_HB,CeTD_1-3_VW,CeTD_1-3_PO,CeTD_1-3_PZ,CeTD_22_PZ,CeTD_22_CH,CeTD_22_SA,CeTD_23_VW,CeTD_23_PO,CeTD_23_PZ,CeTD_23_SS,CeTD_23_SA,CeTD_31_HB,CeTD_31_PO,CeTD_31_PZ,CeTD_31_CH,CeTD_31_SS,CeTD_31_SA,CeTD_32_HB,CeTD_32_VW,CeTD_32_PO,CeTD_32_PZ,CeTD_32_CH,CeTD_32_SS,CeTD_32_SA,CeTD_33_HB,CeTD_33_VW,CeTD_33_PZ,CeTD_33_CH,CeTD_33_SS,CeTD_33_SA,CeTD_0_p_HB1,CeTD_25_p_HB1,CeTD_0_p_VW1,CeTD_0_p_PO1,CeTD_25_p_PO1,CeTD_0_p_PZ1,CeTD_0_p_CH1,CeTD_25_p_CH1,CeTD_0_p_SS1,CeTD_25_p_SS1,CeTD_0_p_SA1,CeTD_0_p_HB2,CeTD_0_p_VW2,CeTD_0_p_PO2,CeTD_0_p_PZ2,CeTD_0_p_CH2,CeTD_0_p_SS2,CeTD_25_p_SS2,CeTD_0_p_SA2,CeTD_0_p_HB3,CeTD_25_p_HB3,CeTD_0_p_VW3,CeTD_25_p_VW3,CeTD_0_p_PO3,CeTD_25_p_PO3,CeTD_0_p_PZ3,CeTD_0_p_CH3,CeTD_0_p_SS3,CeTD_0_p_SA3,CeTD_25_p_SA3,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
0.13,0.043,0.826,0.413,0.348,0.326,0.065,0.065,0.457,0.261,0.391,0.239,0.13,0.217,0.37,0.413,0.413,0.239,0.348,0.435,0.696,0.79,-0.792,0.328,-0.408,-0.26,23.91,50.0,26.09,55.0,22.5,22.5,41.3,39.13,3,3,4,5,13,5,2,7,3,2,6,5,3,1,3,4,1,8,3,5,0,4,1,33,1,1,0,1,3,5,3,7,7,5,7,7,8,3,8,4,3,7,4,5,0,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,4,1.0,1.33,1.0,1.0,1.0,2.2,0.0,1.67,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,1.0
0.13,0.022,0.848,0.435,0.348,0.326,0.065,0.065,0.457,0.261,0.391,0.239,0.13,0.217,0.37,0.413,0.413,0.239,0.348,0.435,0.696,0.761,-0.787,0.299,-0.371,-0.241,23.91,50.0,26.09,55.0,22.5,22.5,41.3,39.13,2,4,4,6,12,5,2,7,3,2,6,5,3,1,3,4,1,8,4,5,0,5,0,33,1,0,0,1,3,5,3,7,7,5,7,7,8,3,8,4,4,7,5,4,0,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,4,1.0,1.33,1.0,0.0,1.0,2.2,0.0,1.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.0
0.152,0.043,0.804,0.413,0.326,0.326,0.065,0.043,0.435,0.283,0.391,0.239,0.13,0.261,0.326,0.413,0.391,0.239,0.348,0.435,0.674,0.922,-0.751,0.23,-0.373,-0.232,26.09,50.0,23.91,55.0,22.5,22.5,41.3,39.13,3,4,4,6,12,5,2,7,2,2,6,5,2,2,3,5,0,6,5,7,0,5,1,31,1,1,0,3,2,6,3,6,6,5,7,7,7,3,8,4,4,7,5,4,0,3,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,4,1.0,1.33,1.0,1.0,0.0,2.2,0.0,1.67,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0
0.152,0.022,0.826,0.457,0.283,0.283,0.065,0.043,0.478,0.304,0.37,0.283,0.13,0.261,0.37,0.37,0.348,0.261,0.391,0.391,0.674,0.818,-0.689,0.168,-0.383,-0.274,26.09,50.0,23.91,52.5,25.0,22.5,39.13,41.3,2,5,4,7,11,5,2,7,2,2,6,6,2,2,2,6,0,6,5,7,0,5,1,32,0,0,0,4,3,4,3,7,7,4,7,6,4,4,8,4,5,8,5,5,0,3,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,4,1.0,1.33,0.0,1.0,0.0,1.0,0.0,1.67,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.29,1.33,0.0,0.0,1.0
0.156,0.044,0.8,0.444,0.311,0.311,0.067,0.044,0.489,0.267,0.356,0.222,0.178,0.244,0.378,0.378,0.422,0.222,0.333,0.444,0.733,0.89,-0.79,0.396,-0.286,-0.316,24.44,46.67,28.89,56.76,18.92,24.32,40.0,40.0,1,4,5,6,11,4,3,6,4,1,6,3,2,2,4,4,0,8,4,6,0,6,0,28,2,0,0,2,4,4,3,5,9,5,8,4,7,4,8,7,2,5,5,5,0,2,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,3,1.0,1.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.13,0.022,0.848,0.457,0.326,0.304,0.022,0.043,0.478,0.217,0.413,0.304,0.13,0.239,0.37,0.391,0.435,0.152,0.37,0.478,0.717,0.839,-0.881,0.289,-0.35,-0.261,19.57,52.17,28.26,57.5,22.5,20.0,47.83,34.78,1,5,3,3,13,7,4,6,3,2,5,5,2,2,2,5,0,5,4,5,0,5,0,34,1,0,0,2,2,6,4,7,6,4,8,6,7,5,8,3,5,10,2,4,0,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,4,1.0,1.33,1.0,0.0,0.0,1.0,1.0,1.67,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.4,1.0,1.0,1.0
0.152,0.022,0.826,0.478,0.283,0.283,0.065,0.043,0.478,0.283,0.391,0.304,0.13,0.261,0.37,0.37,0.348,0.239,0.413,0.413,0.674,0.804,-0.748,0.17,-0.389,-0.224,23.91,52.17,23.91,55.0,22.5,22.5,41.3,39.13,2,4,4,6,13,5,2,7,2,1,6,5,2,2,2,6,0,5,5,7,0,5,1,32,0,0,0,4,3,4,3,7,7,4,7,6,4,4,8,4,4,8,4,7,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,4,1.0,1.33,0.0,1.0,0.0,1.0,0.0,1.67,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.25,1.33,0.0,0.0,1.0
0.152,0.0,0.848,0.348,0.457,0.457,0.13,0.043,0.565,0.326,0.283,0.152,0.13,0.304,0.348,0.348,0.457,0.239,0.348,0.391,0.674,0.381,-0.826,0.209,-0.063,-0.07,19.57,54.35,26.09,55.0,22.5,22.5,34.78,45.65,2,4,3,4,15,5,2,6,4,2,4,4,3,2,2,4,2,11,4,5,0,6,0,34,0,0,0,6,2,5,5,5,6,2,9,5,10,3,8,3,4,8,3,4,0,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,4,2.0,1.33,0.0,0.0,0.0,1.0,1.0,1.67,1.0,1.0,0.0,1.0,1.33,1.0,1.0,1.0,1.5,1.0,0.0,1.0
0.174,0.022,0.804,0.37,0.37,0.326,0.043,0.065,0.478,0.283,0.37,0.217,0.13,0.239,0.391,0.37,0.457,0.217,0.304,0.413,0.674,0.78,-0.799,0.179,-0.155,-0.338,23.91,47.83,28.26,52.5,20.0,27.5,41.3,34.78,1,5,5,5,11,5,4,6,3,1,7,4,2,2,4,5,1,6,4,7,0,7,0,30,1,0,0,3,3,4,5,7,6,2,8,7,9,6,6,5,5,7,3,3,0,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,3,1.0,1.33,1.0,0.0,1.0,2.0,1.0,1.67,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.2,1.0,1.0,1.0
0.13,0.022,0.848,0.478,0.304,0.283,0.065,0.043,0.565,0.261,0.37,0.261,0.174,0.239,0.435,0.326,0.413,0.196,0.391,0.391,0.717,0.708,-0.777,0.437,-0.255,-0.36,19.57,50.0,30.43,55.26,23.68,21.05,39.13,43.48,2,4,3,3,12,7,3,7,4,4,4,6,1,2,3,4,1,7,4,5,0,4,0,36,1,0,0,2,4,5,5,10,5,3,6,5,9,4,6,4,3,6,2,9,0,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,4,1.0,1.25,1.0,0.0,1.0,1.67,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,2.71,1.0,0.0,1.0
0.2,0.0,0.8,0.4,0.25,0.25,0.05,0.05,0.5,0.4,0.2,0.15,0.2,0.25,0.45,0.3,0.4,0.25,0.25,0.35,0.7,1.043,-0.345,0.193,-0.074,-0.704,35.0,35.0,30.0,37.5,31.25,31.25,25.0,50.0,2,2,3,2,3,1,2,2,2,0,2,2,1,2,1,4,0,5,3,4,0,4,0,12,0,0,0,1,1,3,3,4,2,0,4,1,2,3,2,3,2,3,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0
0.174,0.043,0.783,0.348,0.37,0.37,0.109,0.043,0.587,0.348,0.239,0.13,0.174,0.283,0.435,0.283,0.435,0.304,0.283,0.326,0.696,0.565,-0.681,0.209,-0.142,-0.33,28.26,41.3,30.43,47.37,26.32,26.32,28.26,50.0,3,3,6,5,10,4,4,6,4,2,6,5,2,3,3,6,0,10,6,8,0,7,0,28,2,1,0,4,4,4,7,7,6,1,9,3,7,5,8,6,3,7,4,2,0,3,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,5,0,0,0,0,3,1.67,1.25,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.191,0.064,0.745,0.383,0.298,0.277,0.064,0.064,0.511,0.319,0.277,0.17,0.17,0.277,0.426,0.298,0.404,0.298,0.277,0.34,0.617,0.697,-0.403,0.197,-0.153,-0.376,31.91,36.17,31.91,43.59,25.64,30.77,29.79,44.68,4,3,7,6,7,4,4,7,4,1,8,5,3,2,4,6,1,9,5,8,1,6,1,26,2,0,0,5,3,4,5,9,6,2,8,4,6,6,7,7,3,6,4,3,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,5,0,0,0,0,3,1.0,1.25,1.0,1.0,0.0,1.0,0.0,1.5,1.4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.5,1.0,1.0,1.0
0.222,0.0,0.778,0.356,0.378,0.356,0.044,0.044,0.467,0.311,0.267,0.133,0.178,0.4,0.289,0.311,0.511,0.222,0.2,0.467,0.6,0.747,-0.714,0.101,-0.007,-0.28,28.89,37.78,33.33,43.24,24.32,32.43,31.11,42.22,2,5,5,6,5,6,4,7,4,4,6,4,1,4,6,4,1,7,8,6,0,9,0,26,0,0,0,5,4,8,6,3,4,6,6,2,11,7,5,8,2,4,3,2,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,2,1.0,1.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,0.0,1.0
0.222,0.0,0.778,0.378,0.356,0.333,0.044,0.044,0.489,0.311,0.289,0.156,0.178,0.378,0.333,0.289,0.489,0.222,0.222,0.422,0.622,0.751,-0.755,0.016,-0.038,-0.348,28.89,37.78,33.33,43.24,24.32,32.43,31.11,42.22,2,3,7,5,8,4,5,6,4,3,5,3,1,5,5,5,1,7,8,8,0,9,0,26,0,0,0,4,6,6,7,3,5,5,6,2,10,8,4,8,2,4,2,4,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,2,1.0,1.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,1.0
0.222,0.0,0.778,0.378,0.333,0.311,0.044,0.044,0.489,0.333,0.244,0.156,0.178,0.422,0.289,0.289,0.467,0.244,0.222,0.422,0.6,0.732,-0.536,0.088,-0.026,-0.295,31.11,35.56,33.33,40.54,27.03,32.43,28.89,44.44,2,4,7,5,6,5,6,6,3,4,5,4,1,5,5,5,1,6,9,8,0,9,0,26,0,0,0,5,7,6,7,2,4,6,4,3,8,9,4,9,2,4,2,4,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,2,1.0,1.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,0.0,1.0
0.182,0.068,0.75,0.273,0.409,0.386,0.091,0.045,0.455,0.341,0.318,0.136,0.091,0.341,0.25,0.409,0.409,0.341,0.25,0.364,0.659,0.848,-0.508,0.124,-0.237,0.038,34.09,43.18,22.73,52.5,22.5,25.0,38.64,38.64,5,6,3,6,9,4,3,4,3,4,6,6,2,1,5,3,2,7,4,4,1,7,0,26,2,1,1,4,4,7,5,3,3,5,4,8,10,4,4,5,4,3,5,3,0,3,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,2,1.0,1.5,1.67,0.0,1.0,1.5,0.0,1.0,1.5,1.0,0.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.222,0.067,0.711,0.333,0.333,0.333,0.089,0.044,0.467,0.356,0.289,0.133,0.133,0.378,0.333,0.289,0.378,0.356,0.267,0.356,0.622,0.95,-0.522,0.021,-0.139,-0.147,35.56,42.22,22.22,46.15,23.08,30.77,31.11,42.22,4,7,4,6,9,4,5,3,2,1,8,5,3,1,5,5,2,10,5,6,2,8,0,22,3,0,0,8,3,6,8,4,3,0,8,4,5,9,3,6,5,6,2,4,0,4,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,3,1.0,1.33,1.0,1.0,0.0,1.0,0.0,1.0,1.67,0.0,0.0,1.0,1.5,1.0,1.0,1.0,1.67,1.0,0.0,1.0
0.222,0.0,0.778,0.422,0.311,0.289,0.044,0.044,0.489,0.311,0.311,0.2,0.178,0.378,0.333,0.289,0.444,0.222,0.267,0.4,0.6,0.732,-0.656,-0.003,-0.077,-0.343,28.89,37.78,33.33,43.24,24.32,32.43,31.11,42.22,2,5,5,6,5,6,4,7,4,4,6,4,1,4,6,4,1,7,8,6,0,9,0,26,0,0,0,4,5,7,5,5,5,7,5,1,8,6,6,7,3,5,4,3,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,3,1.0,1.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.0
0.333,0.0,0.667,0.389,0.278,0.222,0.0,0.167,0.389,0.333,0.167,0.056,0.222,0.333,0.5,0.167,0.5,0.056,0.167,0.389,0.444,0.776,-0.002,-0.256,0.448,-0.808,33.33,27.78,38.89,21.43,14.29,64.29,16.67,33.33,1,3,2,2,0,2,2,2,3,1,1,0,0,2,3,1,5,2,4,2,1,5,0,7,0,0,0,1,2,3,4,5,0,0,2,0,4,2,2,4,1,1,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,0.0,1.0,0.0,1.0
0.25,0.0,0.75,0.3,0.35,0.3,0.05,0.05,0.5,0.4,0.25,0.25,0.05,0.4,0.3,0.3,0.35,0.4,0.3,0.25,0.55,0.319,-0.432,-0.409,-0.189,0.075,35.0,35.0,30.0,36.84,31.58,31.58,30.0,40.0,2,2,3,2,1,3,2,4,0,2,3,4,1,1,2,3,1,4,1,3,1,4,0,11,0,0,0,1,3,3,3,1,2,3,2,1,1,2,3,3,2,3,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.4,0.0,0.6,0.2,0.4,0.25,0.05,0.15,0.5,0.45,0.1,0.1,0.1,0.5,0.35,0.15,0.45,0.3,0.15,0.2,0.25,-0.117,0.425,-0.754,0.655,-0.078,40.0,15.0,45.0,16.67,22.22,61.11,10.0,35.0,0,3,5,1,0,2,6,0,2,2,1,0,0,4,3,2,5,0,7,5,0,8,0,4,0,0,0,2,5,3,4,2,0,3,0,0,2,6,0,5,3,2,1,0,0,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.455,0.0,0.545,0.182,0.364,0.182,0.0,0.182,0.364,0.455,0.182,0.182,0.0,0.545,0.273,0.182,0.364,0.091,0.182,0.182,0.273,0.505,1.154,-1.458,1.089,-0.126,45.45,18.18,36.36,18.18,18.18,63.64,18.18,18.18,1,2,1,0,0,2,3,0,1,1,1,0,0,2,2,1,3,0,2,1,1,3,0,3,0,0,0,2,1,2,2,1,0,1,1,0,1,3,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,1.0,1.0,0.0
0.455,0.0,0.545,0.182,0.364,0.182,0.0,0.182,0.364,0.455,0.182,0.182,0.0,0.545,0.273,0.182,0.364,0.091,0.182,0.182,0.273,0.505,1.154,-1.458,1.089,-0.126,45.45,18.18,36.36,18.18,18.18,63.64,18.18,18.18,1,2,2,1,0,1,2,0,1,1,1,0,1,1,2,0,4,1,1,0,1,4,0,2,0,0,0,1,3,2,2,0,0,2,0,0,1,2,0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,1.0,1.0,0.0
0.157,0.059,0.784,0.255,0.49,0.373,0.02,0.098,0.49,0.216,0.314,0.059,0.157,0.451,0.294,0.255,0.549,0.294,0.176,0.333,0.471,0.078,-0.681,0.107,-0.088,-0.266,27.45,31.37,41.18,31.11,35.56,33.33,25.49,45.1,3,6,5,5,3,7,5,7,9,5,5,6,5,5,5,6,4,10,6,8,0,5,1,34,2,0,0,10,7,6,6,4,4,6,4,3,16,8,4,8,3,4,2,2,0,3,0,0,5,0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.16,0.08,0.76,0.36,0.34,0.24,0.06,0.08,0.34,0.28,0.42,0.14,0.2,0.34,0.26,0.4,0.32,0.34,0.36,0.38,0.58,1.02,-0.534,0.39,-0.161,-0.431,32.0,44.0,24.0,43.18,20.45,36.36,32.0,36.0,3,11,2,7,7,7,5,4,3,5,6,5,1,3,7,3,6,7,5,5,2,5,0,31,4,1,0,4,5,8,8,2,3,4,6,9,3,6,6,7,6,6,6,6,0,4,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,4,0,3,0,0,0,0,4,0.0,1.0,1.0,1.0,1.0,1.25,1.0,0.0,1.4,0.0,1.0,1.0,1.0,1.0,2.0,1.4,1.0,1.0,0.0,1.0
0.17,0.075,0.755,0.264,0.434,0.321,0.038,0.094,0.509,0.264,0.264,0.094,0.17,0.396,0.358,0.245,0.453,0.321,0.264,0.283,0.509,0.129,-0.502,0.134,-0.059,-0.324,28.3,32.08,39.62,29.79,34.04,36.17,22.64,45.28,4,4,7,3,6,7,7,7,7,5,3,4,7,5,5,4,8,11,6,8,0,6,1,32,3,0,0,10,8,3,4,8,7,6,3,3,9,7,8,8,3,7,3,3,0,3,0,0,5,0,0,4,0,4,0,0,0,0,0,0,0,1,0,0,1,0,5,0,4,0,0,0,0,3,2.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.67,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.133,0.05,0.817,0.45,0.333,0.3,0.083,0.117,0.45,0.25,0.35,0.2,0.133,0.25,0.383,0.367,0.383,0.3,0.4,0.4,0.617,0.448,-0.509,0.534,-0.258,-0.156,21.67,51.67,26.67,50.0,21.15,28.85,35.0,40.0,2,8,3,7,16,7,3,7,6,6,4,4,1,6,6,4,4,11,6,4,1,5,0,43,3,0,0,4,6,5,4,10,8,6,7,9,9,4,10,6,5,8,6,9,0,3,0,0,4,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,6,1.0,1.75,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,0.0,1.0,1.4,1.0,0.0,1.22,1.0,1.0,0.0,1.0
0.231,0.0,0.769,0.269,0.5,0.346,0.0,0.154,0.462,0.231,0.308,0.154,0.038,0.538,0.269,0.192,0.462,0.308,0.231,0.308,0.385,-0.13,-0.348,-0.618,0.186,0.138,30.77,38.46,30.77,34.62,23.08,42.31,34.62,23.08,3,1,4,0,7,3,4,2,1,2,2,0,2,4,4,2,4,2,4,2,2,4,0,16,0,0,0,6,6,2,4,0,2,3,1,1,5,4,2,3,2,4,0,2,0,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.0,1.0,0.0,0.0,1.0,0.0,1.67,1.0,1.0,1.0,1.0
0.148,0.148,0.704,0.247,0.42,0.346,0.049,0.049,0.543,0.235,0.333,0.123,0.136,0.494,0.284,0.222,0.432,0.358,0.222,0.296,0.506,0.425,-0.611,0.012,-0.449,-0.065,34.57,33.33,32.1,39.73,34.25,26.03,30.86,45.68,8,12,7,12,7,8,7,8,11,12,7,9,10,5,10,3,6,18,7,7,2,10,0,39,9,1,3,24,9,7,8,10,5,7,4,6,17,12,6,10,9,8,7,3,0,7,0,0,6,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,3,0,10,0,5,0,0,0,0,4,1.75,1.0,1.0,1.89,1.0,1.0,0.0,1.0,1.0,1.29,1.67,1.0,1.5,1.0,1.67,1.0,1.0,1.0,0.0,1.0
0.207,0.086,0.707,0.31,0.362,0.328,0.017,0.034,0.431,0.259,0.328,0.121,0.121,0.483,0.276,0.241,0.431,0.379,0.19,0.293,0.5,0.511,-0.606,-0.242,-0.335,-0.061,37.93,25.86,36.21,28.85,42.31,28.85,24.14,50.0,8,6,8,5,3,6,8,6,7,7,4,7,9,6,5,6,4,14,7,9,2,8,1,30,4,1,0,14,8,6,5,5,6,8,3,2,10,12,3,9,5,6,1,3,0,5,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,2,0,0,1,0,7,0,4,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,1.33,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.33,0.0,1.0
0.6,0.0,0.4,0.2,0.2,0.2,0.0,0.05,0.05,0.6,0.3,0.1,0.0,0.65,0.1,0.25,0.2,0.45,0.15,0.25,0.3,1.998,0.155,-1.655,0.624,0.059,65.0,30.0,5.0,25.0,10.0,65.0,25.0,10.0,6,6,0,5,0,1,1,0,0,2,3,0,0,2,5,0,7,0,2,0,5,6,0,2,0,0,0,6,1,5,2,0,0,4,1,0,0,4,0,3,3,1,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.14,0.023,0.837,0.233,0.488,0.395,0.0,0.116,0.419,0.256,0.349,0.163,0.047,0.279,0.302,0.419,0.535,0.256,0.209,0.465,0.698,0.724,-0.709,0.193,-0.059,-0.247,25.58,51.16,23.26,51.22,21.95,26.83,48.84,25.58,4,4,3,3,13,5,3,5,2,6,3,5,1,3,5,2,4,2,4,3,2,3,0,33,1,0,0,4,4,4,3,3,7,4,6,7,13,6,4,4,3,6,0,2,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,2,1.67,1.0,1.0,0.0,0.0,1.29,1.0,1.0,2.2,0.0,0.0,1.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.116,0.023,0.86,0.256,0.488,0.395,0.0,0.116,0.419,0.233,0.372,0.163,0.047,0.279,0.302,0.419,0.535,0.279,0.186,0.465,0.698,0.707,-0.743,0.153,-0.181,-0.234,27.91,48.84,23.26,51.22,24.39,24.39,48.84,27.91,4,4,4,3,13,4,4,4,2,6,3,5,3,2,5,1,4,4,3,2,2,3,0,33,1,0,0,4,4,4,3,3,7,4,6,7,13,7,3,5,3,5,0,2,0,3,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,2,1.67,1.0,1.0,0.0,0.0,1.29,0.0,1.0,2.2,0.0,0.0,1.4,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
