AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
13.79,0.0,0.0,0.0,0.0,6.9,0.0,10.34,34.48,10.34,3.45,3.45,0.0,0.0,0.0,3.45,3.45,10.34,0.0,0.0
0.0,0.0,0.0,6.25,12.5,6.25,0.0,6.25,31.25,12.5,0.0,6.25,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12.5,6.25,0.0,6.25,31.25,12.5,0.0,6.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.25,12.5,6.25,0.0,6.25,25.0,12.5,0.0,6.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.25,18.75,6.25,0.0,6.25,37.5,6.25,0.0,6.25,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.25,18.75,6.25,0.0,6.25,25.0,12.5,0.0,6.25,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,18.75,6.25,0.0,6.25,25.0,12.5,0.0,6.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,25.0,6.25,0.0,6.25,25.0,12.5,0.0,6.25,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.67,6.67,0.0,6.67,33.33,13.33,0.0,6.67,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,31.58,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,5.26,31.58,0.0,31.58,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,10.53,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,0.0,15.79
0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,0.0,15.79
0.0,0.0,5.26,0.0,0.0,0.0,5.26,5.26,5.26,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,31.58,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,31.58,0.0,26.32,0.0,0.0,5.26,5.26,5.26
0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,5.26,5.26,0.0,5.26,31.58,0.0,26.32,0.0,0.0,5.26,0.0,5.26
0.0,0.0,5.26,0.0,0.0,0.0,5.26,5.26,5.26,5.26,0.0,5.26,31.58,0.0,26.32,0.0,0.0,5.26,0.0,5.26
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,0.0,0.0,5.26,31.58,0.0,31.58,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,0.0,5.26,5.26,31.58,0.0,26.32,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,5.26,0.0,0.0,5.26,31.58,0.0,26.32,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,31.58,0.0,21.05,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,5.26,5.26,5.26,5.26,0.0,5.26,31.58,0.0,21.05,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,10.53,5.26,0.0,5.26,31.58,0.0,21.05,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,5.26,5.26,0.0,5.26,31.58,0.0,21.05,0.0,0.0,5.26,0.0,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,5.26,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,31.58,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,10.53,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,10.53,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,5.26,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,10.53,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,10.53,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
5.26,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,10.53,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,10.53,5.26,10.53
0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,5.26,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,5.26,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,15.79
0.0,0.0,10.53,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,0.0,5.26,5.26,10.53
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,26.32,0.0,5.26,5.26,5.26,10.53
20.0,0.0,10.0,10.0,0.0,5.0,0.0,5.0,0.0,10.0,5.0,5.0,0.0,10.0,15.0,0.0,0.0,0.0,5.0,0.0
13.04,0.0,4.35,8.7,8.7,8.7,0.0,4.35,4.35,4.35,0.0,4.35,4.35,4.35,13.04,0.0,0.0,0.0,4.35,13.04
13.04,0.0,4.35,4.35,8.7,4.35,0.0,4.35,4.35,4.35,0.0,4.35,4.35,8.7,13.04,0.0,0.0,0.0,8.7,13.04
13.04,0.0,4.35,8.7,8.7,8.7,0.0,8.7,4.35,4.35,0.0,4.35,4.35,4.35,13.04,0.0,0.0,0.0,4.35,8.7
13.04,0.0,4.35,13.04,8.7,4.35,0.0,4.35,4.35,4.35,0.0,4.35,4.35,4.35,13.04,0.0,0.0,0.0,4.35,13.04
13.04,0.0,4.35,8.7,8.7,8.7,0.0,4.35,0.0,4.35,0.0,4.35,4.35,4.35,17.39,0.0,0.0,0.0,4.35,13.04
13.04,0.0,4.35,8.7,4.35,8.7,0.0,8.7,4.35,4.35,0.0,4.35,4.35,4.35,13.04,0.0,0.0,0.0,4.35,13.04
13.04,0.0,4.35,8.7,8.7,8.7,0.0,4.35,8.7,4.35,0.0,4.35,4.35,4.35,13.04,0.0,0.0,0.0,4.35,8.7
5.0,0.0,5.0,20.0,5.0,5.0,0.0,10.0,0.0,10.0,0.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,5.0
15.0,0.0,5.0,15.0,5.0,5.0,0.0,15.0,0.0,10.0,0.0,5.0,0.0,5.0,15.0,0.0,0.0,0.0,5.0,0.0
5.0,0.0,5.0,20.0,5.0,5.0,0.0,15.0,0.0,10.0,0.0,5.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.0,20.0,5.0,5.0,0.0,10.0,0.0,10.0,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.0,20.0,5.0,5.0,0.0,10.0,0.0,10.0,0.0,5.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0
5.0,0.0,5.0,20.0,5.0,5.0,0.0,5.0,0.0,10.0,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,10.0,0.0,5.0,10.0,0.0,20.0,5.0,0.0,5.0,10.0,20.0,0.0,0.0,10.0,5.0,0.0
0.0,0.0,0.0,5.0,10.0,0.0,5.0,5.0,0.0,20.0,5.0,0.0,5.0,10.0,20.0,0.0,0.0,10.0,5.0,0.0
0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,15.0,5.0,0.0,5.0,10.0,20.0,0.0,0.0,10.0,5.0,0.0
0.0,0.0,0.0,5.0,10.0,0.0,5.0,5.0,0.0,20.0,5.0,0.0,5.0,10.0,20.0,0.0,0.0,10.0,5.0,0.0
0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,20.0,5.0,0.0,5.0,10.0,20.0,0.0,0.0,5.0,5.0,0.0
10.0,0.0,0.0,0.0,10.0,0.0,5.0,10.0,0.0,20.0,5.0,0.0,5.0,10.0,10.0,0.0,0.0,10.0,5.0,0.0
14.29,0.0,4.76,9.52,4.76,4.76,0.0,9.52,0.0,4.76,0.0,4.76,0.0,4.76,19.05,4.76,0.0,0.0,4.76,9.52
19.05,0.0,4.76,9.52,4.76,4.76,0.0,9.52,0.0,4.76,0.0,4.76,0.0,4.76,19.05,0.0,0.0,0.0,4.76,9.52
14.29,0.0,4.76,9.52,4.76,4.76,0.0,9.52,0.0,4.76,0.0,4.76,0.0,4.76,14.29,9.52,0.0,0.0,4.76,9.52
14.29,0.0,4.76,9.52,4.76,4.76,0.0,14.29,0.0,4.76,0.0,4.76,0.0,4.76,14.29,4.76,0.0,0.0,4.76,9.52
8.0,0.0,4.0,12.0,8.0,12.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,4.0,16.0,8.0,0.0,0.0,4.0,4.0
8.7,0.0,4.35,8.7,0.0,8.7,0.0,8.7,0.0,8.7,4.35,4.35,4.35,4.35,17.39,0.0,4.35,0.0,4.35,8.7
8.7,0.0,4.35,8.7,0.0,4.35,0.0,8.7,0.0,13.04,0.0,4.35,4.35,8.7,13.04,4.35,4.35,0.0,4.35,8.7
8.7,0.0,4.35,8.7,0.0,4.35,4.35,8.7,0.0,13.04,0.0,4.35,4.35,8.7,13.04,0.0,4.35,0.0,4.35,8.7
8.7,0.0,4.35,8.7,0.0,13.04,0.0,8.7,0.0,8.7,4.35,4.35,4.35,4.35,17.39,0.0,0.0,0.0,4.35,8.7
8.7,0.0,4.35,8.7,0.0,8.7,0.0,8.7,0.0,13.04,0.0,4.35,4.35,8.7,13.04,4.35,0.0,0.0,4.35,8.7
8.7,0.0,4.35,8.7,0.0,8.7,4.35,8.7,0.0,13.04,0.0,4.35,4.35,8.7,13.04,0.0,0.0,0.0,4.35,8.7
15.0,5.0,5.0,10.0,5.0,5.0,0.0,5.0,10.0,10.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0
13.04,0.0,4.35,13.04,4.35,4.35,0.0,13.04,0.0,4.35,0.0,4.35,4.35,4.35,17.39,0.0,0.0,0.0,4.35,8.7
8.7,0.0,4.35,13.04,4.35,4.35,0.0,13.04,0.0,4.35,0.0,4.35,4.35,4.35,17.39,0.0,4.35,0.0,4.35,8.7
8.7,0.0,4.35,13.04,4.35,4.35,0.0,8.7,0.0,4.35,4.35,4.35,4.35,4.35,17.39,0.0,4.35,0.0,4.35,8.7
8.7,0.0,4.35,8.7,4.35,8.7,0.0,13.04,0.0,4.35,0.0,4.35,4.35,4.35,17.39,0.0,4.35,0.0,4.35,8.7
8.7,0.0,4.35,13.04,4.35,4.35,0.0,8.7,0.0,8.7,0.0,4.35,4.35,4.35,17.39,0.0,4.35,0.0,4.35,8.7
8.7,0.0,4.35,13.04,0.0,4.35,0.0,17.39,0.0,4.35,0.0,4.35,4.35,4.35,17.39,0.0,4.35,0.0,4.35,8.7
13.04,0.0,4.35,4.35,0.0,4.35,0.0,8.7,0.0,13.04,0.0,4.35,4.35,8.7,17.39,0.0,0.0,0.0,4.35,13.04
13.04,0.0,4.35,4.35,4.35,4.35,0.0,4.35,0.0,13.04,4.35,4.35,4.35,4.35,17.39,0.0,0.0,4.35,4.35,8.7
17.39,0.0,4.35,8.7,0.0,4.35,0.0,8.7,0.0,8.7,0.0,4.35,4.35,4.35,17.39,0.0,0.0,4.35,4.35,8.7
13.04,0.0,4.35,4.35,0.0,8.7,0.0,13.04,0.0,4.35,0.0,4.35,4.35,4.35,17.39,0.0,4.35,0.0,8.7,8.7
14.29,0.0,2.38,0.0,4.76,7.14,2.38,11.9,21.43,4.76,0.0,7.14,4.76,0.0,4.76,2.38,4.76,7.14,0.0,0.0
0.0,20.69,0.0,3.45,0.0,17.24,0.0,10.34,0.0,0.0,0.0,6.9,10.34,0.0,0.0,10.34,6.9,6.9,3.45,3.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0
0.0,0.0,13.33,0.0,13.33,6.67,0.0,13.33,13.33,13.33,0.0,0.0,0.0,6.67,13.33,0.0,0.0,6.67,0.0,0.0
0.0,5.56,16.67,5.56,5.56,0.0,0.0,11.11,5.56,11.11,0.0,0.0,0.0,0.0,5.56,11.11,0.0,5.56,16.67,0.0
0.0,20.69,3.45,3.45,3.45,17.24,0.0,3.45,0.0,3.45,0.0,3.45,10.34,0.0,3.45,3.45,17.24,3.45,3.45,0.0
0.0,20.69,0.0,3.45,0.0,13.79,0.0,3.45,3.45,6.9,0.0,3.45,6.9,3.45,3.45,3.45,17.24,3.45,3.45,3.45
0.0,0.0,0.0,0.0,5.71,2.86,0.0,5.71,0.0,8.57,0.0,0.0,45.71,0.0,31.43,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,14.71,2.94,0.0,8.82,38.24,2.94,2.94,0.0,5.88,0.0,5.88,2.94,2.94,11.76,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.67,33.33,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,16.67,8.33,0.0,0.0,16.67,41.67,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0
6.45,6.45,6.45,3.23,6.45,12.9,0.0,9.68,16.13,12.9,0.0,6.45,6.45,0.0,0.0,0.0,3.23,3.23,0.0,0.0
4.26,17.02,10.64,4.26,6.38,4.26,4.26,0.0,6.38,6.38,0.0,8.51,2.13,0.0,10.64,4.26,8.51,0.0,2.13,0.0
7.41,0.0,7.41,0.0,3.7,3.7,3.7,0.0,11.11,11.11,3.7,7.41,3.7,3.7,3.7,7.41,0.0,3.7,14.81,3.7
2.78,0.0,2.78,16.67,2.78,0.0,2.78,5.56,5.56,16.67,0.0,8.33,0.0,11.11,0.0,11.11,2.78,0.0,8.33,2.78
0.0,0.0,5.88,0.0,11.76,5.88,0.0,11.76,11.76,11.76,0.0,5.88,0.0,5.88,17.65,0.0,0.0,11.76,0.0,0.0
11.63,4.65,0.0,4.65,0.0,16.28,2.33,9.3,9.3,2.33,2.33,9.3,0.0,2.33,0.0,6.98,2.33,6.98,4.65,4.65
8.33,4.17,0.0,2.08,4.17,16.67,0.0,4.17,4.17,0.0,0.0,8.33,2.08,4.17,6.25,14.58,4.17,10.42,2.08,4.17
4.6,9.2,1.15,5.75,2.3,6.9,11.49,2.3,3.45,3.45,8.05,5.75,4.6,2.3,5.75,12.64,2.3,5.75,1.15,1.15
8.89,0.0,0.0,0.0,6.67,0.0,2.22,8.89,2.22,4.44,2.22,11.11,8.89,8.89,15.56,6.67,6.67,0.0,4.44,2.22
5.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0
3.57,0.0,3.57,0.0,0.0,10.71,0.0,0.0,14.29,0.0,0.0,0.0,67.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.44,0.0,2.22,0.0,4.44,2.22,6.67,4.44,15.56,4.44,6.67,8.89,6.67,8.89,2.22,13.33,6.67,0.0,2.22,0.0
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76
5.88,11.76,0.0,0.0,0.0,11.76,0.0,0.0,23.53,17.65,0.0,0.0,0.0,0.0,5.88,0.0,5.88,17.65,0.0,0.0
0.0,11.76,0.0,0.0,5.88,5.88,0.0,5.88,23.53,0.0,0.0,0.0,0.0,5.88,11.76,0.0,0.0,11.76,17.65,0.0
11.76,11.76,0.0,0.0,0.0,5.88,11.76,5.88,23.53,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,11.76,5.88,5.88
0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,5.88,5.88,5.88,23.53,0.0,0.0,5.88,35.29,5.88
2.08,0.0,4.17,2.08,4.17,2.08,4.17,0.0,8.33,0.0,8.33,6.25,4.17,8.33,12.5,20.83,6.25,4.17,0.0,2.08
4.44,0.0,0.0,2.22,6.67,0.0,2.22,4.44,4.44,4.44,4.44,13.33,4.44,17.78,4.44,6.67,11.11,2.22,4.44,2.22
0.0,0.0,4.26,4.26,6.38,6.38,8.51,2.13,4.26,6.38,8.51,4.26,2.13,8.51,12.77,6.38,6.38,2.13,0.0,6.38
2.13,0.0,10.64,2.13,4.26,4.26,6.38,6.38,4.26,4.26,2.13,4.26,4.26,6.38,12.77,10.64,8.51,0.0,0.0,6.38
4.44,0.0,0.0,2.22,4.44,2.22,11.11,6.67,6.67,6.67,2.22,8.89,6.67,11.11,4.44,8.89,6.67,0.0,4.44,2.22
4.44,0.0,4.44,2.22,4.44,0.0,4.44,4.44,11.11,4.44,4.44,6.67,6.67,8.89,2.22,15.56,8.89,2.22,2.22,2.22
5.0,0.0,0.0,0.0,5.0,10.0,10.0,5.0,5.0,15.0,0.0,0.0,5.0,5.0,20.0,0.0,0.0,15.0,0.0,0.0
3.33,0.0,0.0,0.0,16.67,3.33,0.0,6.67,33.33,3.33,0.0,3.33,6.67,0.0,6.67,6.67,0.0,10.0,0.0,0.0
0.0,9.09,0.0,0.0,4.55,13.64,0.0,13.64,4.55,0.0,0.0,0.0,9.09,4.55,22.73,4.55,9.09,0.0,4.55,0.0
2.94,0.0,0.0,5.88,5.88,8.82,0.0,11.76,32.35,0.0,2.94,5.88,2.94,0.0,5.88,0.0,0.0,8.82,5.88,0.0
2.86,17.14,5.71,0.0,2.86,17.14,0.0,2.86,0.0,8.57,0.0,5.71,8.57,5.71,8.57,2.86,0.0,11.43,0.0,0.0
0.0,0.0,0.0,0.0,6.67,13.33,0.0,33.33,13.33,13.33,0.0,0.0,6.67,0.0,0.0,6.67,6.67,0.0,0.0,0.0
8.11,5.41,2.7,0.0,2.7,16.22,0.0,2.7,16.22,16.22,0.0,5.41,0.0,2.7,0.0,8.11,2.7,10.81,0.0,0.0
3.23,6.45,6.45,0.0,3.23,16.13,0.0,12.9,16.13,6.45,3.23,6.45,6.45,0.0,0.0,3.23,3.23,3.23,3.23,0.0
19.05,9.52,0.0,0.0,0.0,14.29,0.0,0.0,28.57,19.05,0.0,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0
7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,21.43,21.43,0.0,0.0,0.0,0.0,7.14,14.29,0.0,14.29,0.0,7.14
10.53,0.0,0.0,0.0,10.53,5.26,0.0,15.79,0.0,15.79,0.0,5.26,5.26,0.0,5.26,15.79,0.0,10.53,0.0,0.0
15.79,0.0,0.0,0.0,10.53,5.26,0.0,15.79,0.0,15.79,0.0,5.26,5.26,0.0,5.26,15.79,0.0,5.26,0.0,0.0
5.26,0.0,0.0,0.0,10.53,5.26,0.0,15.79,26.32,15.79,0.0,0.0,5.26,0.0,5.26,0.0,0.0,10.53,0.0,0.0
10.53,0.0,0.0,0.0,10.53,5.26,0.0,15.79,26.32,15.79,0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,0.0,0.0
3.33,0.0,0.0,0.0,10.0,3.33,0.0,3.33,23.33,20.0,0.0,0.0,3.33,0.0,16.67,6.67,3.33,6.67,0.0,0.0
5.88,0.0,0.0,0.0,17.65,11.76,0.0,11.76,5.88,17.65,0.0,0.0,5.88,0.0,0.0,17.65,0.0,5.88,0.0,0.0
0.0,0.0,0.0,0.0,15.38,23.08,0.0,7.69,15.38,23.08,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0
4.55,13.64,0.0,0.0,4.55,22.73,0.0,4.55,22.73,0.0,0.0,0.0,0.0,4.55,4.55,0.0,4.55,0.0,0.0,13.64
5.26,0.0,0.0,0.0,5.26,26.32,0.0,5.26,26.32,0.0,0.0,0.0,0.0,5.26,5.26,0.0,5.26,0.0,0.0,15.79
0.0,20.69,0.0,3.45,0.0,20.69,0.0,0.0,0.0,6.9,0.0,6.9,10.34,0.0,3.45,3.45,10.34,10.34,3.45,0.0
65.38,0.0,3.85,0.0,0.0,0.0,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0
0.0,0.0,0.0,7.14,7.14,21.43,0.0,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0
7.69,0.0,0.0,0.0,0.0,11.54,0.0,7.69,15.38,15.38,0.0,0.0,3.85,7.69,7.69,3.85,7.69,7.69,3.85,0.0
7.69,0.0,0.0,0.0,0.0,7.69,0.0,15.38,11.54,15.38,0.0,0.0,3.85,7.69,7.69,3.85,7.69,7.69,3.85,0.0
16.67,3.33,3.33,0.0,3.33,16.67,3.33,0.0,10.0,3.33,0.0,3.33,0.0,0.0,13.33,3.33,3.33,10.0,6.67,0.0
5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,30.0,5.0,0.0,5.0,0.0,30.0,5.0,0.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,3.12,0.0,9.38,0.0,62.5,12.5,0.0,6.25,0.0,0.0
25.81,0.0,3.23,6.45,0.0,6.45,0.0,9.68,19.35,0.0,9.68,0.0,0.0,3.23,0.0,6.45,6.45,0.0,3.23,0.0
39.39,0.0,3.03,3.03,0.0,9.09,0.0,6.06,18.18,3.03,3.03,3.03,0.0,0.0,0.0,6.06,0.0,3.03,3.03,0.0
17.65,0.0,0.0,0.0,11.76,23.53,0.0,11.76,5.88,23.53,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.29,0.0,0.0,0.0,0.0,0.0,0.0,21.43,21.43,28.57,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0
5.66,11.32,5.66,3.77,1.89,9.43,3.77,3.77,9.43,3.77,1.89,3.77,3.77,7.55,3.77,0.0,1.89,9.43,1.89,7.55
16.0,0.0,8.0,8.0,4.0,4.0,0.0,16.0,16.0,0.0,4.0,4.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0
5.56,0.0,0.0,8.33,0.0,2.78,0.0,2.78,25.0,16.67,0.0,19.44,0.0,0.0,5.56,5.56,0.0,5.56,0.0,2.78
5.88,0.0,0.0,0.0,17.65,5.88,0.0,11.76,17.65,17.65,0.0,0.0,5.88,0.0,0.0,11.76,0.0,5.88,0.0,0.0
5.88,0.0,0.0,0.0,17.65,5.88,0.0,11.76,23.53,17.65,0.0,0.0,5.88,0.0,0.0,5.88,0.0,5.88,0.0,0.0
30.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,4.55,4.55,9.09,13.64,0.0,9.09,22.73,18.18,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,4.55
0.0,15.0,0.0,5.0,0.0,5.0,0.0,15.0,20.0,5.0,0.0,0.0,5.0,0.0,15.0,5.0,5.0,0.0,0.0,5.0
16.0,4.0,8.0,4.0,0.0,12.0,0.0,0.0,24.0,0.0,4.0,4.0,0.0,0.0,12.0,4.0,0.0,8.0,0.0,0.0
0.0,0.0,0.0,33.33,6.67,3.33,0.0,10.0,20.0,3.33,3.33,0.0,6.67,0.0,3.33,0.0,3.33,6.67,0.0,0.0
21.43,0.0,3.57,0.0,0.0,7.14,0.0,0.0,14.29,14.29,3.57,10.71,0.0,3.57,0.0,3.57,3.57,10.71,3.57,0.0
8.33,0.0,0.0,0.0,0.0,12.5,0.0,0.0,20.83,12.5,0.0,4.17,0.0,4.17,25.0,4.17,0.0,4.17,4.17,0.0
0.0,8.33,0.0,0.0,4.17,4.17,0.0,0.0,25.0,8.33,0.0,12.5,0.0,4.17,25.0,0.0,0.0,8.33,0.0,0.0
7.41,0.0,0.0,14.81,3.7,7.41,0.0,3.7,18.52,25.93,0.0,3.7,0.0,0.0,14.81,0.0,0.0,0.0,0.0,0.0
8.33,0.0,0.0,12.5,0.0,8.33,0.0,0.0,8.33,20.83,0.0,0.0,8.33,8.33,25.0,0.0,0.0,0.0,0.0,0.0
22.58,0.0,3.23,0.0,0.0,9.68,3.23,3.23,12.9,16.13,3.23,0.0,0.0,3.23,0.0,3.23,9.68,6.45,3.23,0.0
15.79,0.0,0.0,0.0,5.26,5.26,0.0,15.79,21.05,21.05,0.0,5.26,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0
6.45,0.0,0.0,0.0,6.45,3.23,0.0,6.45,16.13,0.0,0.0,0.0,9.68,0.0,22.58,0.0,3.23,16.13,6.45,3.23
14.29,7.14,7.14,0.0,0.0,7.14,0.0,7.14,17.86,14.29,3.57,7.14,0.0,3.57,0.0,0.0,7.14,3.57,0.0,0.0
